,etag,id,kind,snippet.categoryId,snippet.channelId,snippet.channelTitle,snippet.defaultAudioLanguage,snippet.description,snippet.liveBroadcastContent,snippet.localized.description,snippet.localized.title,snippet.publishedAt,snippet.tags,snippet.thumbnails.default.height,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.high.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.maxres.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.medium.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.standard.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.title,statistics.commentCount,statistics.dislikeCount,statistics.favoriteCount,statistics.likeCount,statistics.viewCount
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/sGoqkXcBNeVA1OySSvW6iYZAyLw""",fgSZES3novI,youtube#video,10,UCi7vZrQKizIksUWfF8UZrdQ,Chaerin Kim 김채린,,"Boston University 2008 Soloist Competition Winner Chaerin Kim performed Ginastera Harp Concerto n Tsai Performing Center in March, 2008!!
More information: www.chaerinkim.com",none,"Boston University 2008 Soloist Competition Winner Chaerin Kim performed Ginastera Harp Concerto n Tsai Performing Center in March, 2008!!
More information: www.chaerinkim.com",Ginastera Harp Concert by Chaerin Kim/ Part 2/ 2nd Mvt./ 하피스트 김채린,2009-11-12T17:32:11.000Z,"[하피스트 김채린, Chaerin Kim, Ginastera Harp Concert, Argentinian Music, Harp Music, Harp Concerto, Harpist, Tsai Performing Center, Boston, boston university, yale school of music, royal academy of music in london, 이화여대 음대, 보스톤대 음대, 예일대 음대, 보스톤 주립대 교수, 나사렛대학 교수, 하프 교수, 피아노 교수, harp professor, piano professor, eastern nazarene college, umass boston, 히네스테라 하프 협주곡, 예원학교, 계원예고]",90,https://i.ytimg.com/vi/fgSZES3novI/default.jpg,120,360,https://i.ytimg.com/vi/fgSZES3novI/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/fgSZES3novI/mqdefault.jpg,320,,,,Ginastera Harp Concert by Chaerin Kim/ Part 2/ 2nd Mvt./ 하피스트 김채린,1,0,0,21,2378
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/-iYeYBTGS9HlV6UdNk82Jxupx74""",T8NU0zsdEMo,youtube#video,20,UCbKY543IRczlve6hFKQYEsw,Madebylaer,,"MIRAR LA DESCRIPCIÓN, TIENE INFORMACIÓN VALIOSA.

Canción del final : 
https://www.youtube.com/watch?v=YuvCTWV0Zl0

Dibujos de personajes hecho por: 
http://rini86.deviantart.com/

Pagina con la que colaboro: 
http://www.pentakill.es/

Mi twitter: 
https://twitter.com/#!/Madebylaer

Canal de Nigromante: 
http://www.youtube.com/user/xONigromanteOx

Mi canal secundario:
http://www.youtube.com/user/MadebylaerPlus

Canal de Jota:
https://www.youtube.com/user/Jo7aBaker",none,"MIRAR LA DESCRIPCIÓN, TIENE INFORMACIÓN VALIOSA.

Canción del final : 
https://www.youtube.com/watch?v=YuvCTWV0Zl0

Dibujos de personajes hecho por: 
http://rini86.deviantart.com/

Pagina con la que colaboro: 
http://www.pentakill.es/

Mi twitter: 
https://twitter.com/#!/Madebylaer

Canal de Nigromante: 
http://www.youtube.com/user/xONigromanteOx

Mi canal secundario:
http://www.youtube.com/user/MadebylaerPlus

Canal de Jota:
https://www.youtube.com/user/Jo7aBaker",LOL | Skin Renekton fiesta en la Piscina / Pool Party,2013-08-21T13:20:34.000Z,"[league, of, legend, gameplay, League Of Legends (Work Of Fiction), LOL (Laughing Out Loud) (Film), Renekton, fiesta, en, la, piscina, pool, party]",90,https://i.ytimg.com/vi/T8NU0zsdEMo/default.jpg,120,360,https://i.ytimg.com/vi/T8NU0zsdEMo/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/T8NU0zsdEMo/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/T8NU0zsdEMo/sddefault.jpg,640.0,LOL | Skin Renekton fiesta en la Piscina / Pool Party,28,7,0,131,30697
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/MfbfqlauEYryB2oxOe_Fd0Iw4Yo""",741pX1E_jlU,youtube#video,10,UCEcdIcvRsYyCwHHwFiSeHyg,maxipolilla,, ,none,,LAGENTE SE AFIXIA,2011-01-26T04:04:24.000Z,"[LAGENTE, SE, AFIXIA]",90,https://i.ytimg.com/vi/741pX1E_jlU/default.jpg,120,360,https://i.ytimg.com/vi/741pX1E_jlU/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/741pX1E_jlU/mqdefault.jpg,320,,,,LAGENTE SE AFIXIA,3,1,0,24,5164
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/V7Ci4T-dJL9-nEU23l6UJ9P3AlY""",wXOsh6aOAK4,youtube#video,1,UC0vMfCH_96Z58iSg34U6gDg,Daniela Franco,,"WARNING: ""KONOSETSU!!""
well not really but if you don't like click back now!!
another konosetsu video...i think i came out pretty good but that's just my opinion since i was the one that didi XD LOL
i did this like at 3 am...so i'm sorry if it's kinda' messy on some parts ^ ^

DISCLAIMER: I DO NOT OWN NEGIMA!? OR NEGIMA! OR TSUKI NO CURSE...T.T
IF I DO WON SOMETHING ONE DAY...I'LL LET YOU KNOW XD LOL...
R&C PLZ",none,"WARNING: ""KONOSETSU!!""
well not really but if you don't like click back now!!
another konosetsu video...i think i came out pretty good but that's just my opinion since i was the one that didi XD LOL
i did this like at 3 am...so i'm sorry if it's kinda' messy on some parts ^ ^

DISCLAIMER: I DO NOT OWN NEGIMA!? OR NEGIMA! OR TSUKI NO CURSE...T.T
IF I DO WON SOMETHING ONE DAY...I'LL LET YOU KNOW XD LOL...
R&C PLZ","Konosetsu-""Ttsuki No Curse""",2009-04-28T08:45:23.000Z,"[Konosetsu, tsuki, no, curse, anime, amv, konoka, setsuna, negima, loveless, opening]",90,https://i.ytimg.com/vi/wXOsh6aOAK4/default.jpg,120,360,https://i.ytimg.com/vi/wXOsh6aOAK4/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/wXOsh6aOAK4/mqdefault.jpg,320,,,,"Konosetsu-""Ttsuki No Curse""",16,2,0,44,2909
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/GhX9mnnF3xTCZzDurHbnsTtp7gc""",Fni9VmNRHPA,youtube#video,26,UCLBk7XpqhnB228JXwjzapHA,bromptonbicycle,,,none,,Technical Guide - Folding And Unfolding A Brompton,2010-09-14T12:43:34.000Z,"[hints, tips, warranty, folder, brompton bicycle, help, British, Andrew Ritchie, bicycle, UK]",90,https://i.ytimg.com/vi/Fni9VmNRHPA/default.jpg,120,360,https://i.ytimg.com/vi/Fni9VmNRHPA/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/Fni9VmNRHPA/mqdefault.jpg,320,,,,Technical Guide - Folding And Unfolding A Brompton,16,18,0,342,237467
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/r7JHPIR69Z8rJO2zcpaVrVx3XPk""",tz9joNbcnnY,youtube#video,23,UC9szQuWZWbupSujXr5PZOrg,Psycholllo,,Fun Fun Fun :) Padi is always FUN !!,none,Fun Fun Fun :) Padi is always FUN !!,Re:World Record Dive 320 m. Parody with full respect ! :D,2010-08-08T00:36:23.000Z,"[mullaghmore, diving, dive, fun, padi, world, record, funny, very, deep, blue, hole, diver, crazy, nurkowanie, smieszne, donegal, rib, ireland, polska, polacy, nurki, namiot, rekord, swiat, 320, metrow, meters, dives, banana, tyrolska, tenth, very funny, funny diving, lol, swimming, pool, special, water, haha, underwater, cool, shark, dolphin, fish, comedy, dolphins, sharks, sky, reef, turtle, ocean, coral, manta, whale, meet, egypt, scuba diving, divers, marine, island, beach, board, pools, ray, synchronized, barrier, maldives, cave, octopus, sky diving]",90,https://i.ytimg.com/vi/tz9joNbcnnY/default.jpg,120,360,https://i.ytimg.com/vi/tz9joNbcnnY/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/tz9joNbcnnY/mqdefault.jpg,320,,,,Re:World Record Dive 320 m. Parody with full respect ! :D,5,5,0,9,4012
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/MLrVCC1hmVWsjhd5Wv7_S3I0x7o""",Yqb3QSiwfE4,youtube#video,24,UCvMfdjoxbK2GGTK5qh3HKpQ,TheReviewSpot,,,none,,Random Spot - E Power Energy Drink,2014-04-27T13:41:10.000Z,[Energy Drink (Revive Energy Mints)],90,https://i.ytimg.com/vi/Yqb3QSiwfE4/default.jpg,120,360,https://i.ytimg.com/vi/Yqb3QSiwfE4/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/Yqb3QSiwfE4/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/Yqb3QSiwfE4/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/Yqb3QSiwfE4/sddefault.jpg,640.0,Random Spot - E Power Energy Drink,7,1,0,35,1335
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/HrDCnLft4DKk-obpd6Y6AZm6pOw""",PapHKQsTtI4,youtube#video,17,UCqDGXVslbTaPtDR0meOuzLw,TidyVAG,,Man Utd v Reading - FA Cup Replay - Video11,none,Man Utd v Reading - FA Cup Replay - Video11,Man Utd v Reading - FA Cup Replay - Video11,2007-03-04T15:21:07.000Z,"[man, utd, reading, fa, cup, 2007]",90,https://i.ytimg.com/vi/PapHKQsTtI4/default.jpg,120,360,https://i.ytimg.com/vi/PapHKQsTtI4/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/PapHKQsTtI4/mqdefault.jpg,320,,,,Man Utd v Reading - FA Cup Replay - Video11,0,1,0,2,3147
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/DR3oN0W0V5-5hDGxxO7JsQnJJXU""",nop1HLYY4Xo,youtube#video,20,UCMftJkf4rKluysidOjOdgPg,BeddyMcSwaggins,,"TF2 - Voice Changer Trolling ( feat. So-yeon ) - This Hilarious Dude Just wants to pick a fight with me. He failed

My Steam Profile: http://steamcommunity.com/id/bedroomset/
My Twitch Livestream : http://www.twitch.tv/bedroomset
Subscribe Here :https://www.youtube.com/channel/UCMftJkf4rKluysidOjOdgPg

TF2 - Voice Changer
TF2 - Guy Rages
Trolling
TF2
Valve",none,"TF2 - Voice Changer Trolling ( feat. So-yeon ) - This Hilarious Dude Just wants to pick a fight with me. He failed

My Steam Profile: http://steamcommunity.com/id/bedroomset/
My Twitch Livestream : http://www.twitch.tv/bedroomset
Subscribe Here :https://www.youtube.com/channel/UCMftJkf4rKluysidOjOdgPg

TF2 - Voice Changer
TF2 - Guy Rages
Trolling
TF2
Valve",TF2 - Voice Changer Trolling ( feat. So-yeon ),2014-01-13T02:43:49.000Z,"[Team Fortress 2 (Video Game), Troll, Sims, Audition, Voice, Series, Left, Video Game (Industry), Angry, Industry (Organization Sector), Sims2, Auditions, Open, Acting, The Sims 2 (Video Game), Serial, Voices, Needed, Mod, Adobe Audition (Software), Actor, Actors, Casting, Tape, Life]",90,https://i.ytimg.com/vi/nop1HLYY4Xo/default.jpg,120,360,https://i.ytimg.com/vi/nop1HLYY4Xo/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/nop1HLYY4Xo/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/nop1HLYY4Xo/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/nop1HLYY4Xo/sddefault.jpg,640.0,TF2 - Voice Changer Trolling ( feat. So-yeon ),50,12,0,77,8643
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/b6n3cIyz7JIs6d-F7Dv0xAA0F7Q""",FiLDLbeXQmg,youtube#video,22,UCIbaCwfiddmv266XwsbPZsQ,Jen Graham,,"Project C Studios- Modern 4
Dancers: (left to right) Camryn Fry, Faith Schroers, jen Graham, Mia romeo, Hope schroers",none,"Project C Studios- Modern 4
Dancers: (left to right) Camryn Fry, Faith Schroers, jen Graham, Mia romeo, Hope schroers","""Say Something"" Choreography jen graham 2013",2013-09-04T23:38:30.000Z,,90,https://i.ytimg.com/vi/FiLDLbeXQmg/default.jpg,120,360,https://i.ytimg.com/vi/FiLDLbeXQmg/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/FiLDLbeXQmg/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/FiLDLbeXQmg/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/FiLDLbeXQmg/sddefault.jpg,640.0,"""Say Something"" Choreography jen graham 2013",4,11,0,73,20369
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/-dThMkJFUuGs4NxYmSDj585Tt6E""",O5fQpvmBFW0,youtube#video,22,UCkC6BEKyoMM49HzWvcmNFrg,ShadowOfATree,,"[Part 2 of] Day 1 of my water fast, and six changes I'll be making to improve on the fasting experience.

Weight: 117 lb.",none,"[Part 2 of] Day 1 of my water fast, and six changes I'll be making to improve on the fasting experience.

Weight: 117 lb.",(Pt. 2) Day 1 of water fast,2010-05-16T00:07:51.000Z,"[water, fast, day, one, fasting, health, detox]",90,https://i.ytimg.com/vi/O5fQpvmBFW0/default.jpg,120,360,https://i.ytimg.com/vi/O5fQpvmBFW0/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/O5fQpvmBFW0/mqdefault.jpg,320,,,,(Pt. 2) Day 1 of water fast,7,0,0,23,5945
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/aBNa9u-sbKo--TBHxpsvpWNnICU""",qtljlNYnBWM,youtube#video,26,UCmi9wFeEZCV9gMDO-Sw_F-w,TheSalonGuy,,"Taylor Swift Hair - Bangs - Fringe Tutorial

SUBSCRIBE: http://goo.gl/aWSkjE
Please SUBSCRIBE so I can reply to any comments or requests.

In this video I demonstrate how to achieve the ever so popular Taylor Swift Bangs/Fringe. Taylor Swift has been known for her bangs for quite some time now and in this haircut tutorial video, I share my technique on how to achieve them.

Video sponsored by:
http://www.saloniris.com

Follow me:
http://www.facebook.com/TheSalonGuy
http://www.twitter.com/TheSalonGuy

Thanks!",none,"Taylor Swift Hair - Bangs - Fringe Tutorial

SUBSCRIBE: http://goo.gl/aWSkjE
Please SUBSCRIBE so I can reply to any comments or requests.

In this video I demonstrate how to achieve the ever so popular Taylor Swift Bangs/Fringe. Taylor Swift has been known for her bangs for quite some time now and in this haircut tutorial video, I share my technique on how to achieve them.

Video sponsored by:
http://www.saloniris.com

Follow me:
http://www.facebook.com/TheSalonGuy
http://www.twitter.com/TheSalonGuy

Thanks!",Taylor Swift Bangs Tutorial - Haircut,2013-12-04T00:47:02.000Z,"[Taylor Swift Bangs, Taylor Swift Hair, Taylor Swift 2013 hair, Taylor Swift, Taylor Swift Boyfriend, Taylor Swift (Musical Artist), sweeping bangs, fringe, how to cut bangs, bangs, haircuts, celebrity bangs, taylor swift breakup, taylor swift ama's hair, thesalonguy, stephen marinaro, fashion, hair, beauty, the salon guy.]",90,https://i.ytimg.com/vi/qtljlNYnBWM/default.jpg,120,360,https://i.ytimg.com/vi/qtljlNYnBWM/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/qtljlNYnBWM/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/qtljlNYnBWM/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/qtljlNYnBWM/sddefault.jpg,640.0,Taylor Swift Bangs Tutorial - Haircut,39,13,0,651,52061
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/TSCOzdojxLzppcDRbfGTdGrqq5o""",MyHwMeAloNY,youtube#video,20,UCT4FanPF5dApHD9V3B39ruw,imfly824,,"Here is a video of all my computer parts for the begining of my build. This part is a budget part but I will be upgraded to much bigger stuff over time.

Parts List:
-Rosewill Steel ATX Mid Tower Case $29.99
-CORSAIR XMS2 4GB DDR2 800 Memory $54.99
-AMD Athlon X2 7550 Kuma 2.5GHz CPU $49.99
-ECS BLACK SERIES A780GM-A Mobo $69.99
-Western Digital Caviar 320GB SATA HDD $49.99
-MASSCOOL Fanner-420 Thermal Grease $1.99
-ARCTIC COOLING ACALP64PWM CPU Cooler $12.99
-APEVIA WIN-500XSPX 500 Watt PSU $34.99

-Total $304.92
-Combo Deal -$40 (newegg had a combo for the cpu, mobo, hdd, and ram)
-Shipping +$8.06
-New total $275.97
-Mail in Rebates -$55
-New total $220.97
Now theres a budget computer. After i get a optical drive and GPU it will be in the $300 area.",none,"Here is a video of all my computer parts for the begining of my build. This part is a budget part but I will be upgraded to much bigger stuff over time.

Parts List:
-Rosewill Steel ATX Mid Tower Case $29.99
-CORSAIR XMS2 4GB DDR2 800 Memory $54.99
-AMD Athlon X2 7550 Kuma 2.5GHz CPU $49.99
-ECS BLACK SERIES A780GM-A Mobo $69.99
-Western Digital Caviar 320GB SATA HDD $49.99
-MASSCOOL Fanner-420 Thermal Grease $1.99
-ARCTIC COOLING ACALP64PWM CPU Cooler $12.99
-APEVIA WIN-500XSPX 500 Watt PSU $34.99

-Total $304.92
-Combo Deal -$40 (newegg had a combo for the cpu, mobo, hdd, and ram)
-Shipping +$8.06
-New total $275.97
-Mail in Rebates -$55
-New total $220.97
Now theres a budget computer. After i get a optical drive and GPU it will be in the $300 area.",Custom budget Computer parts,2009-07-21T04:21:57.000Z,"[custom, gaming, computer, budget, pc, low, end, build]",90,https://i.ytimg.com/vi/MyHwMeAloNY/default.jpg,120,360,https://i.ytimg.com/vi/MyHwMeAloNY/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/MyHwMeAloNY/mqdefault.jpg,320,,,,Custom budget Computer parts,7,2,0,7,1717
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/HBsB9xeVn2qrLt48-xl-LbO1CKM""",B2EsBbghG5I,youtube#video,28,UC1-wSyL2kwkpFOhcQdD-Ewg,AirflowNZ,,"On February 1, 2011 a new Airbus A320 painted an All Black colour arrived at Auckland International Airport. A slogan decal showing ""Crazy about Rugby"" is on fuselage. To see a Video on being a passenger is this airplane  http://youtu.be/aAGTtvGrWqY",none,"On February 1, 2011 a new Airbus A320 painted an All Black colour arrived at Auckland International Airport. A slogan decal showing ""Crazy about Rugby"" is on fuselage. To see a Video on being a passenger is this airplane  http://youtu.be/aAGTtvGrWqY",Airbus A320 painted black arrives in Auckland for Air New Zealand 2011.,2011-02-01T07:55:56.000Z,"[about, AirflowNZ., Allback., Air New Zealand, Airbus A320, Rugby Crazy Airplane, Auckland International Airport, Black Airplane, jet engine sounds, New Zealand]",90,https://i.ytimg.com/vi/B2EsBbghG5I/default.jpg,120,360,https://i.ytimg.com/vi/B2EsBbghG5I/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/B2EsBbghG5I/mqdefault.jpg,320,,,,Airbus A320 painted black arrives in Auckland for Air New Zealand 2011.,13,1,0,29,23473
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/wqFTKXdRYcKqVMyz0plRgWp0U-g""",6Wgf5gLDBks,youtube#video,17,UClsURUcfEuA49Q-82mmcRnw,American Poolplayers Association - APA,,"http://poolplayers.com - Instructional segment from APA spokeswoman ""The Black Widow"" Jeanette Lee covering the shooting system.",none,"http://poolplayers.com - Instructional segment from APA spokeswoman ""The Black Widow"" Jeanette Lee covering the shooting system.","APA ""The Black Widow"" Instruction - Shooting System",2014-01-29T21:27:38.000Z,"[The Black Widow, Jeanette Lee (Athlete), shooting system, pool, billiards, pool lesson, billiard lesson, billiard instruction, APA, American Poolplayers Association (Organization), pool cue]",90,https://i.ytimg.com/vi/6Wgf5gLDBks/default.jpg,120,360,https://i.ytimg.com/vi/6Wgf5gLDBks/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/6Wgf5gLDBks/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/6Wgf5gLDBks/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/6Wgf5gLDBks/sddefault.jpg,640.0,"APA ""The Black Widow"" Instruction - Shooting System",4,5,0,91,18617
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/qS2_tibTPgaHkuyz-WI7RfE2tfo""",OOERlGzk4Q8,youtube#video,20,UCHIwQiZhIn6fm5b_IilqBbQ,DaniRep | +6 Vídeos Diarios De GTA 5 Online!,,"» Dale ""Me gusta"" al vídeo si te ha gustado y suscríbete aquí: http://www.youtube.com/subscription_center?add_user=TheDaniRep
Gracias!! :)
----------------------------------------------
Sígueme en otra redes sociales:
» Twitter: https://twitter.com/DaniRep
» Skype: danicobra971
» Facebook: Dani Rep
----------------------------------------------
Parodias Musicales:

""Willyréh Lo Parte"": https://www.youtube.com/watch?v=qSzHmp0svIU - La música utilizada en mis videos es de la libreria de YouTube",none,"» Dale ""Me gusta"" al vídeo si te ha gustado y suscríbete aquí: http://www.youtube.com/subscription_center?add_user=TheDaniRep
Gracias!! :)
----------------------------------------------
Sígueme en otra redes sociales:
» Twitter: https://twitter.com/DaniRep
» Skype: danicobra971
» Facebook: Dani Rep
----------------------------------------------
Parodias Musicales:

""Willyréh Lo Parte"": https://www.youtube.com/watch?v=qSzHmp0svIU - La música utilizada en mis videos es de la libreria de YouTube",¡Siempre la cago! - Black Ops 2 [HD],2013-10-09T19:32:23.000Z,"[Happy wheels, Call of Duty Black Ops 2, GTA V, Call of Duty Ghosts, Minecraft]",90,https://i.ytimg.com/vi/OOERlGzk4Q8/default.jpg,120,360,https://i.ytimg.com/vi/OOERlGzk4Q8/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/OOERlGzk4Q8/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/OOERlGzk4Q8/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/OOERlGzk4Q8/sddefault.jpg,640.0,¡Siempre la cago! - Black Ops 2 [HD],19,9,0,103,1481
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/Z8GX_Ryrloa372gL0phMaHcJkrQ""",y9rkOwPTgt4,youtube#video,24,UCPve7dvwAKO7BUQZwUQ6pEw,DarkTwo,,"A video to all the fun we had with Link and Zelda.
and to the new fun when the new game comes out!",none,"A video to all the fun we had with Link and Zelda.
and to the new fun when the new game comes out!",AMV- Zelda Tribute.,2006-08-12T05:51:56.000Z,"[AMV, Zelda, Link, Tribute]",90,https://i.ytimg.com/vi/y9rkOwPTgt4/default.jpg,120,360,https://i.ytimg.com/vi/y9rkOwPTgt4/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/y9rkOwPTgt4/mqdefault.jpg,320,,,,AMV- Zelda Tribute.,6,5,0,9,2228
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/DvJS1UfTmtZ686telzNyyJpkmHw""",AXF50guVNhs,youtube#video,10,UCRXcLdwdkFsxDzWDoQTUHRw,بطاقة دعوة,,"دعوات زفاف إلكترونية - للاستفسار واتس آب : +966549451391


♥ يمكنك الان طب مونتاج فيديو ( دعوة إلكتيرونية ) لجميع منآسبآتك /

♥ حفلآت , خطوبة , عقد قران , زوآج ,عوآت الوآتس آب 

♥ تميزي معنآ 

♥




♥ قناتي على اليوتيوب :
http://www.youtube.com/user/WeddingIn...


♥ حسابي في الانستقرام:
http://instagram.com/Wedding__Invitation



زفاف, دعوه, دعوة, دعوة زفاف, دعوات الكترونيه, دعوات الكتروينة, زواج, عروس, فيديو, بطاقة, بطاقه, بطاقه الكترونيه, بطقاة الكترونيه,",none,"دعوات زفاف إلكترونية - للاستفسار واتس آب : +966549451391


♥ يمكنك الان طب مونتاج فيديو ( دعوة إلكتيرونية ) لجميع منآسبآتك /

♥ حفلآت , خطوبة , عقد قران , زوآج ,عوآت الوآتس آب 

♥ تميزي معنآ 

♥




♥ قناتي على اليوتيوب :
http://www.youtube.com/user/WeddingIn...


♥ حسابي في الانستقرام:
http://instagram.com/Wedding__Invitation



زفاف, دعوه, دعوة, دعوة زفاف, دعوات الكترونيه, دعوات الكتروينة, زواج, عروس, فيديو, بطاقة, بطاقه, بطاقه الكترونيه, بطقاة الكترونيه,",بطاقة دعوة زواج الكترونيه ( نموذج 24 ) واتس آب : +966549451391,2015-06-10T23:59:51.000Z,"[Marriage (Quotation Subject), زفاف, دعوه, دعوة, دعوة زفاف, دعوات الكترونيه, دعوات الكتروينة, زواج, عروس, فيديو, بطاقة, بطاقه, بطاقه الكترونيه, بطقاة الكترونيه, زفه, موسيقى, قصيده, قصيدة, ملكه, ملكة, عقد, عقد قران, خطوبه, خطوبة, حسين الجسمي, ماهر, بدون موسيقى, دعوات, شعر, اشعار]",90,https://i.ytimg.com/vi/AXF50guVNhs/default.jpg,120,360,https://i.ytimg.com/vi/AXF50guVNhs/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/AXF50guVNhs/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/AXF50guVNhs/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/AXF50guVNhs/sddefault.jpg,640.0,بطاقة دعوة زواج الكترونيه ( نموذج 24 ) واتس آب : +966549451391,,6,0,20,9436
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/_DtlF98MhZG6sMSRAHogA3F3byQ""",dBgfyzX_Z9s,youtube#video,2,UCOBiQXTYPR92wFBVtxAHYvQ,snazzicachannel,,"...e Secondotestomale...ormai è' festa tutti i giorni,periodo di mattanza di prodotti Bidet,dopo l'Audi A1 Juventino der Canton Ticino pizzicò un ProdottoItalico Abarth con un Sound da Valvole Popoff che mi fa impazzire...è scatenato ,la passione irrazionale di chi ama i pezzi de ferro e la mia voLia di giocarci un po' su ma sempre con Rispetto e condivisione...ma Secondotestomale 
Vivalavita",none,"...e Secondotestomale...ormai è' festa tutti i giorni,periodo di mattanza di prodotti Bidet,dopo l'Audi A1 Juventino der Canton Ticino pizzicò un ProdottoItalico Abarth con un Sound da Valvole Popoff che mi fa impazzire...è scatenato ,la passione irrazionale di chi ama i pezzi de ferro e la mia voLia di giocarci un po' su ma sempre con Rispetto e condivisione...ma Secondotestomale 
Vivalavita",Fiat Punto Abarth Popoff Bidet...Exhaust dall'Agro Pontino.E Si Nun C'hai la Popoff EssiBBravo,2013-01-09T22:47:26.000Z,"[Secondotestomale, Presidente, Prez, Bmw, Fiat Punto (Automobile Model), Audi, Tuning, Turbo, Opel, Model (person), BMW Motorrad (Brand), Bidet, popoff, exhaust, Golf, Drift, Renault, Peugeot, 16v, Agro, pontino, fiat, Volkswagen, Rally, abarth, scarico, alettone, bianco, white, aceleration, Sound, Valvola, turbina, biturbo, bocchettone, Essibbravo, Video, gara, ferrari, prodottoItalico, 599gtb, fun, crazy, lol, zelig, funny, cool, Arfio, prodottoTeutonico, stupendo, terribile, Haha, Astra, Seat]",90,https://i.ytimg.com/vi/dBgfyzX_Z9s/default.jpg,120,360,https://i.ytimg.com/vi/dBgfyzX_Z9s/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/dBgfyzX_Z9s/mqdefault.jpg,320,,,,Fiat Punto Abarth Popoff Bidet...Exhaust dall'Agro Pontino.E Si Nun C'hai la Popoff EssiBBravo,24,10,0,41,9425
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/y2JC4DLwf-QIox4qHJ911fPqJKQ""",71vy6QPUjKk,youtube#video,19,UC9PVpy1UmRih5Q-XkGmo3tg,dvsakash64,, ,none,,"река Тасеева,порог Бурный. Лодка Диана 3-02 + Yamaha 30",2012-08-01T03:00:56.000Z,"[Тасеева, порог Бурный, Диана 3-02]",90,https://i.ytimg.com/vi/71vy6QPUjKk/default.jpg,120,360,https://i.ytimg.com/vi/71vy6QPUjKk/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/71vy6QPUjKk/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/71vy6QPUjKk/sddefault.jpg,640.0,"река Тасеева,порог Бурный. Лодка Диана 3-02 + Yamaha 30",0,0,0,3,1803
